"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\nvidia gpu(#1 tesla m2050 (id=768))\temperature (ºc)","\\star04\nvidia gpu(#0 tesla m2050 (id=512))\temperature (ºc)"
"02/17/2014 16:49:26.216","0","0"
"02/17/2014 16:49:37.528","0","0"
"02/17/2014 16:49:48.622","0","0"
"02/17/2014 16:49:59.793","0","0"
"02/17/2014 16:50:10.934","0","0"
"02/17/2014 16:50:22.074","0","0"
"02/17/2014 16:50:33.199","0","0"
"02/17/2014 16:50:44.370","0","0"
"02/17/2014 16:50:55.511","0","0"
"02/17/2014 16:51:06.682","0","0"
"02/17/2014 16:51:17.854","0","0"
"02/17/2014 16:51:28.979","0","0"
"02/17/2014 16:51:40.119","0","0"
"02/17/2014 16:51:51.244","0","0"
"02/17/2014 16:52:02.384","0","0"
"02/17/2014 16:52:13.587","0","0"
"02/17/2014 16:52:24.759","0","0"
"02/17/2014 16:52:35.883","0","0"
"02/17/2014 16:52:47.086","0","0"
"02/17/2014 16:52:58.242","0","0"
"02/17/2014 16:53:09.367","0","0"
"02/17/2014 16:53:20.523","0","0"
"02/17/2014 16:53:31.710","0","0"
"02/17/2014 16:53:42.819","0","0"
"02/17/2014 16:53:53.960","0","0"
"02/17/2014 16:54:05.147","0","0"
"02/17/2014 16:54:16.257","0","0"
"02/17/2014 16:54:27.522","0","0"
"02/17/2014 16:54:38.679","0","0"
"02/17/2014 16:54:49.866","0","0"
"02/17/2014 16:55:01.022","0","0"
"02/17/2014 16:55:12.210","0","0"
"02/17/2014 16:55:23.335","0","0"
"02/17/2014 16:55:34.444","0","0"
"02/17/2014 16:55:45.710","0","0"
"02/17/2014 16:55:56.835","0","0"
"02/17/2014 16:56:08.132","0","0"
"02/17/2014 16:56:19.273","0","0"
"02/17/2014 16:56:30.148","0","0"
"02/17/2014 16:56:41.023","0","0"
"02/17/2014 16:56:51.913","0","0"
"02/17/2014 16:57:02.804","0","0"
"02/17/2014 16:57:13.726","0","0"
"02/17/2014 16:57:24.632","0","0"
"02/17/2014 16:57:35.523","0","0"
"02/17/2014 16:57:46.570","0","0"
"02/17/2014 16:57:57.445","0","0"
"02/17/2014 16:58:08.617","0","0"
"02/17/2014 16:58:19.523","0","0"
"02/17/2014 16:58:30.492","0","0"
"02/17/2014 16:58:41.414","0","0"
"02/17/2014 16:58:52.304","0","0"
"02/17/2014 16:59:03.226","0","0"
"02/17/2014 16:59:14.117","0","0"
"02/17/2014 16:59:25.039","0","0"
"02/17/2014 16:59:35.961","0","0"
"02/17/2014 16:59:46.883","0","0"
"02/17/2014 16:59:57.805","0","0"
"02/17/2014 17:00:08.727","0","0"
"02/17/2014 17:00:19.664","0","0"
"02/17/2014 17:00:30.586","0","0"
"02/17/2014 17:00:41.493","0","0"
"02/17/2014 17:00:52.399","0","0"
"02/17/2014 17:01:03.337","0","0"
"02/17/2014 17:01:14.227","0","0"
"02/17/2014 17:01:25.087","0","0"
"02/17/2014 17:01:36.009","0","0"
"02/17/2014 17:01:46.931","0","0"
"02/17/2014 17:01:57.806","0","0"
"02/17/2014 17:02:08.681","0","0"
"02/17/2014 17:02:19.587","0","0"
"02/17/2014 17:02:30.509","0","0"
"02/17/2014 17:02:41.431","0","0"
"02/17/2014 17:02:52.369","0","0"
"02/17/2014 17:03:03.291","0","0"
"02/17/2014 17:03:14.181","0","0"
"02/17/2014 17:03:25.057","0","0"
"02/17/2014 17:03:35.963","0","0"
"02/17/2014 17:03:46.885","0","0"
"02/17/2014 17:03:57.760","0","0"
"02/17/2014 17:04:08.635","0","0"
"02/17/2014 17:04:19.542","0","0"
"02/17/2014 17:04:30.448","0","0"
"02/17/2014 17:04:41.386","0","0"
"02/17/2014 17:04:52.323","0","0"
"02/17/2014 17:05:03.199","0","0"
"02/17/2014 17:05:14.105","0","0"
"02/17/2014 17:05:25.058","0","0"
"02/17/2014 17:05:35.980","0","0"
"02/17/2014 17:05:46.887","0","0"
"02/17/2014 17:05:57.840","0","0"
"02/17/2014 17:06:08.840","0","0"
"02/17/2014 17:06:19.824","0","0"
"02/17/2014 17:06:30.731","0","0"
"02/17/2014 17:06:41.621","0","0"
"02/17/2014 17:06:52.558","0","0"
"02/17/2014 17:07:03.464","0","0"
"02/17/2014 17:07:14.417","0","0"
"02/17/2014 17:07:25.370","0","0"
"02/17/2014 17:07:36.308","0","0"
"02/17/2014 17:07:47.198","0","0"
"02/17/2014 17:07:58.120","0","0"
"02/17/2014 17:08:09.010","0","0"
"02/17/2014 17:08:19.948","0","0"
"02/17/2014 17:08:30.869","0","0"
"02/17/2014 17:08:41.760","0","0"
"02/17/2014 17:08:52.713","0","0"
"02/17/2014 17:09:03.681","0","0"
"02/17/2014 17:09:14.634","0","0"
"02/17/2014 17:09:25.540","0","0"
"02/17/2014 17:09:36.446","0","0"
"02/17/2014 17:09:47.352","0","0"
"02/17/2014 17:09:58.305","0","0"
"02/17/2014 17:10:09.180","0","0"
"02/17/2014 17:10:20.055","0","0"
"02/17/2014 17:10:30.945","0","0"
"02/17/2014 17:10:41.820","0","0"
"02/17/2014 17:10:52.726","0","0"
"02/17/2014 17:11:03.601","0","0"
"02/17/2014 17:11:14.460","0","0"
"02/17/2014 17:11:25.335","0","0"
"02/17/2014 17:11:36.273","0","0"
"02/17/2014 17:11:47.163","0","0"
"02/17/2014 17:11:58.054","0","0"
"02/17/2014 17:12:08.929","0","0"
"02/17/2014 17:12:19.867","0","0"
"02/17/2014 17:12:30.789","0","0"
"02/17/2014 17:12:41.679","0","0"
"02/17/2014 17:12:52.554","0","0"
"02/17/2014 17:13:03.492","0","0"
"02/17/2014 17:13:14.382","0","0"
"02/17/2014 17:13:25.273","0","0"
"02/17/2014 17:13:36.211","0","0"
"02/17/2014 17:13:47.086","0","0"
"02/17/2014 17:13:58.023","0","0"
"02/17/2014 17:14:08.929","0","0"
"02/17/2014 17:14:19.820","0","0"
"02/17/2014 17:14:30.695","0","0"
"02/17/2014 17:14:41.695","0","0"
"02/17/2014 17:14:52.586","0","0"
"02/17/2014 17:15:03.539","0","0"
"02/17/2014 17:15:14.461","0","0"
"02/17/2014 17:15:25.352","0","0"
"02/17/2014 17:15:36.227","0","0"
"02/17/2014 17:15:47.133","0","0"
"02/17/2014 17:15:58.039","0","0"
"02/17/2014 17:16:09.117","0","0"
"02/17/2014 17:16:20.071","0","0"
"02/17/2014 17:16:30.961","0","0"
"02/17/2014 17:16:41.836","0","0"
"02/17/2014 17:16:52.774","0","0"
"02/17/2014 17:17:03.665","0","0"
"02/17/2014 17:17:14.571","0","0"
"02/17/2014 17:17:25.462","0","0"
"02/17/2014 17:17:36.353","0","0"
"02/17/2014 17:17:47.275","0","0"
"02/17/2014 17:17:58.166","0","0"
"02/17/2014 17:18:09.057","0","0"
"02/17/2014 17:18:19.947","0","0"
"02/17/2014 17:18:30.885","0","0"
"02/17/2014 17:18:41.791","0","0"
"02/17/2014 17:18:52.682","0","0"
"02/17/2014 17:19:03.589","0","0"
"02/17/2014 17:19:14.558","0","0"
"02/17/2014 17:19:25.683","0","0"
"02/17/2014 17:19:36.698","0","0"
"02/17/2014 17:19:47.621","0","0"
"02/17/2014 17:19:58.496","0","0"
"02/17/2014 17:20:09.418","0","0"
"02/17/2014 17:20:20.309","0","0"
"02/17/2014 17:20:31.293","0","0"
"02/17/2014 17:20:42.200","0","0"
"02/17/2014 17:20:53.075","0","0"
"02/17/2014 17:21:03.934","0","0"
"02/17/2014 17:21:14.856","0","0"
"02/17/2014 17:21:25.747","0","0"
"02/17/2014 17:21:36.638","0","0"
"02/17/2014 17:21:47.607","0","0"
"02/17/2014 17:21:58.529","0","0"
"02/17/2014 17:22:09.451","0","0"
"02/17/2014 17:22:20.326","0","0"
"02/17/2014 17:22:31.186","0","0"
"02/17/2014 17:22:42.061","0","0"
"02/17/2014 17:22:52.983","0","0"
"02/17/2014 17:23:03.889","0","0"
"02/17/2014 17:23:14.811","0","0"
"02/17/2014 17:23:25.733","0","0"
"02/17/2014 17:23:36.671","0","0"
"02/17/2014 17:23:47.624","0","0"
"02/17/2014 17:23:58.499","0","0"
"02/17/2014 17:24:09.405","0","0"
"02/17/2014 17:24:20.296","0","0"
"02/17/2014 17:24:31.218","0","0"
"02/17/2014 17:24:42.109","0","0"
"02/17/2014 17:24:53.046","0","0"
"02/17/2014 17:25:03.984","0","0"
"02/17/2014 17:25:14.922","0","0"
"02/17/2014 17:25:25.844","0","0"
"02/17/2014 17:25:36.828","0","0"
"02/17/2014 17:25:47.750","0","0"
"02/17/2014 17:25:58.703","0","0"
"02/17/2014 17:26:09.656","0","0"
"02/17/2014 17:26:20.594","0","0"
"02/17/2014 17:26:31.454","0","0"
"02/17/2014 17:26:42.391","0","0"
"02/17/2014 17:26:53.266","0","0"
"02/17/2014 17:27:04.173","0","0"
"02/17/2014 17:27:15.048","0","0"
"02/17/2014 17:27:25.938","0","0"
"02/17/2014 17:27:36.907","0","0"
"02/17/2014 17:27:47.860","0","0"
"02/17/2014 17:27:58.767","0","0"
"02/17/2014 17:28:09.626","0","0"
"02/17/2014 17:28:20.486","0","0"
"02/17/2014 17:28:31.392","0","0"
"02/17/2014 17:28:42.252","0","0"
"02/17/2014 17:28:53.174","0","0"
"02/17/2014 17:29:04.111","0","0"
"02/17/2014 17:29:15.033","0","0"
"02/17/2014 17:29:25.908","0","0"
"02/17/2014 17:29:36.783","0","0"
"02/17/2014 17:29:47.674","0","0"
"02/17/2014 17:29:58.549","0","0"
"02/17/2014 17:30:09.456","0","0"
"02/17/2014 17:30:20.409","0","0"
"02/17/2014 17:30:31.362","0","0"
"02/17/2014 17:30:42.237","0","0"
"02/17/2014 17:30:53.128","0","0"
"02/17/2014 17:31:04.003","0","0"
"02/17/2014 17:31:14.862","0","0"
"02/17/2014 17:31:25.737","0","0"
"02/17/2014 17:31:36.675","0","0"
"02/17/2014 17:31:47.566","0","0"
"02/17/2014 17:31:58.441","0","0"
"02/17/2014 17:32:09.378","0","0"
"02/17/2014 17:32:20.347","0","0"
"02/17/2014 17:32:31.238","0","0"
"02/17/2014 17:32:42.129","0","0"
"02/17/2014 17:32:53.066","0","0"
"02/17/2014 17:33:03.988","0","0"
"02/17/2014 17:33:14.926","0","0"
"02/17/2014 17:33:25.973","0","0"
"02/17/2014 17:33:36.911","0","0"
"02/17/2014 17:33:47.770","0","0"
"02/17/2014 17:33:58.661","0","0"
"02/17/2014 17:34:09.536","0","0"
"02/17/2014 17:34:20.458","0","0"
"02/17/2014 17:34:31.333","0","0"
"02/17/2014 17:34:42.240","0","0"
"02/17/2014 17:34:53.193","0","0"
"02/17/2014 17:35:04.068","0","0"
"02/17/2014 17:35:14.990","0","0"
"02/17/2014 17:35:25.928","0","0"
"02/17/2014 17:35:36.788","0","0"
"02/17/2014 17:35:47.710","0","0"
"02/17/2014 17:35:58.663","0","0"
"02/17/2014 17:36:09.866","0","0"
"02/17/2014 17:36:20.741","0","0"
"02/17/2014 17:36:31.648","0","0"
"02/17/2014 17:36:42.601","0","0"
"02/17/2014 17:36:53.586","0","0"
"02/17/2014 17:37:04.476","0","0"
"02/17/2014 17:37:15.367","0","0"
"02/17/2014 17:37:26.258","0","0"
"02/17/2014 17:37:37.149","0","0"
"02/17/2014 17:37:48.290","0","0"
"02/17/2014 17:37:59.227","0","0"
"02/17/2014 17:38:10.368","0","0"
"02/17/2014 17:38:21.321","0","0"
"02/17/2014 17:38:32.228","0","0"
"02/17/2014 17:38:43.134","0","0"
"02/17/2014 17:38:54.087","0","0"
"02/17/2014 17:39:04.994","0","0"
"02/17/2014 17:39:15.916","0","0"
"02/17/2014 17:39:26.822","0","0"
"02/17/2014 17:39:37.760","0","0"
"02/17/2014 17:39:48.698","0","0"
"02/17/2014 17:39:59.588","0","0"
"02/17/2014 17:40:10.479","0","0"
"02/17/2014 17:40:21.433","0","0"
"02/17/2014 17:40:32.370","0","0"
"02/17/2014 17:40:43.230","0","0"
"02/17/2014 17:40:54.183","0","0"
"02/17/2014 17:41:05.105","0","0"
"02/17/2014 17:41:16.027","0","0"
"02/17/2014 17:41:26.918","0","0"
"02/17/2014 17:41:38.027","0","0"
"02/17/2014 17:41:48.918","0","0"
"02/17/2014 17:41:59.825","0","0"
"02/17/2014 17:42:10.731","0","0"
"02/17/2014 17:42:21.653","0","0"
"02/17/2014 17:42:32.560","0","0"
"02/17/2014 17:42:43.466","0","0"
"02/17/2014 17:42:54.404","0","0"
