"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\nvidia gpu(#1 tesla m2050 (id=768))\% gpu usage","\\star04\nvidia gpu(#0 tesla m2050 (id=512))\% gpu usage"
"02/17/2014 16:53:41.538","0","0"
"02/17/2014 16:53:52.678","0","0"
"02/17/2014 16:54:03.850","0","0"
"02/17/2014 16:54:14.975","0","0"
"02/17/2014 16:54:26.225","0","0"
"02/17/2014 16:54:37.397","0","0"
"02/17/2014 16:54:48.585","0","0"
"02/17/2014 16:54:59.741","0","0"
"02/17/2014 16:55:10.929","0","0"
"02/17/2014 16:55:22.054","0","0"
"02/17/2014 16:55:33.163","0","0"
"02/17/2014 16:55:44.429","0","0"
"02/17/2014 16:55:55.554","0","0"
"02/17/2014 16:56:06.804","0","0"
"02/17/2014 16:56:18.054","0","99"
"02/17/2014 16:56:28.929","0","99"
"02/17/2014 16:56:39.804","0","99"
"02/17/2014 16:56:50.694","0","99"
"02/17/2014 16:57:01.585","0","99"
"02/17/2014 16:57:12.476","0","99"
"02/17/2014 16:57:23.398","0","99"
"02/17/2014 16:57:34.288","0","99"
"02/17/2014 16:57:45.288","0","99"
"02/17/2014 16:57:56.226","0","99"
"02/17/2014 16:58:07.382","0","99"
"02/17/2014 16:58:18.288","0","99"
"02/17/2014 16:58:29.257","0","99"
"02/17/2014 16:58:40.195","0","99"
"02/17/2014 16:58:51.085","0","99"
"02/17/2014 16:59:02.007","0","99"
"02/17/2014 16:59:12.898","0","99"
"02/17/2014 16:59:23.804","0","99"
"02/17/2014 16:59:34.742","0","99"
"02/17/2014 16:59:45.648","0","99"
"02/17/2014 16:59:56.586","0","99"
"02/17/2014 17:00:07.508","0","99"
"02/17/2014 17:00:18.430","0","99"
"02/17/2014 17:00:29.368","0","99"
"02/17/2014 17:00:40.258","0","99"
"02/17/2014 17:00:51.180","0","99"
"02/17/2014 17:01:02.118","0","99"
"02/17/2014 17:01:13.009","0","99"
"02/17/2014 17:01:23.868","0","85"
"02/17/2014 17:01:34.774","0","98"
"02/17/2014 17:01:45.681","0","99"
"02/17/2014 17:01:56.587","0","99"
"02/17/2014 17:02:07.462","0","99"
"02/17/2014 17:02:18.369","0","99"
"02/17/2014 17:02:29.290","0","99"
"02/17/2014 17:02:40.212","0","99"
"02/17/2014 17:02:51.150","0","99"
"02/17/2014 17:03:02.072","0","99"
"02/17/2014 17:03:12.963","0","99"
"02/17/2014 17:03:23.822","0","99"
"02/17/2014 17:03:34.744","0","99"
"02/17/2014 17:03:45.666","0","99"
"02/17/2014 17:03:56.541","0","99"
"02/17/2014 17:04:07.416","0","99"
"02/17/2014 17:04:18.323","0","99"
"02/17/2014 17:04:29.214","0","99"
"02/17/2014 17:04:40.151","0","99"
"02/17/2014 17:04:51.073","0","99"
"02/17/2014 17:05:01.980","0","99"
"02/17/2014 17:05:12.886","0","99"
"02/17/2014 17:05:23.824","0","99"
"02/17/2014 17:05:34.746","0","99"
"02/17/2014 17:05:45.652","0","99"
"02/17/2014 17:05:56.606","0","99"
"02/17/2014 17:06:07.559","0","99"
"02/17/2014 17:06:18.590","0","99"
"02/17/2014 17:06:29.496","0","99"
"02/17/2014 17:06:40.371","0","99"
"02/17/2014 17:06:51.324","0","99"
"02/17/2014 17:07:02.230","0","99"
"02/17/2014 17:07:13.199","0","99"
"02/17/2014 17:07:24.136","0","99"
"02/17/2014 17:07:35.073","0","99"
"02/17/2014 17:07:45.979","0","99"
"02/17/2014 17:07:56.885","0","99"
"02/17/2014 17:08:07.791","0","99"
"02/17/2014 17:08:18.729","0","99"
"02/17/2014 17:08:29.650","0","99"
"02/17/2014 17:08:40.541","0","99"
"02/17/2014 17:08:51.478","0","99"
"02/17/2014 17:09:02.447","0","99"
"02/17/2014 17:09:13.400","0","99"
"02/17/2014 17:09:24.321","0","80"
"02/17/2014 17:09:35.227","0","81"
"02/17/2014 17:09:46.118","0","95"
"02/17/2014 17:09:57.040","0","99"
"02/17/2014 17:10:07.961","0","99"
"02/17/2014 17:10:18.836","0","99"
"02/17/2014 17:10:29.711","0","99"
"02/17/2014 17:10:40.601","0","99"
"02/17/2014 17:10:51.507","0","99"
"02/17/2014 17:11:02.382","0","99"
"02/17/2014 17:11:13.242","0","99"
"02/17/2014 17:11:24.116","0","99"
"02/17/2014 17:11:35.054","0","99"
"02/17/2014 17:11:45.945","0","99"
"02/17/2014 17:11:56.835","0","99"
"02/17/2014 17:12:07.710","0","99"
"02/17/2014 17:12:18.648","0","99"
"02/17/2014 17:12:29.570","0","99"
"02/17/2014 17:12:40.460","0","99"
"02/17/2014 17:12:51.336","0","99"
"02/17/2014 17:13:02.257","0","99"
"02/17/2014 17:13:13.164","0","99"
"02/17/2014 17:13:24.054","0","99"
"02/17/2014 17:13:34.976","0","99"
"02/17/2014 17:13:45.867","0","99"
"02/17/2014 17:13:56.789","0","99"
"02/17/2014 17:14:07.711","0","99"
"02/17/2014 17:14:18.601","0","99"
"02/17/2014 17:14:29.476","0","99"
"02/17/2014 17:14:40.445","0","99"
"02/17/2014 17:14:51.351","0","99"
"02/17/2014 17:15:02.289","0","99"
"02/17/2014 17:15:13.242","0","99"
"02/17/2014 17:15:24.133","0","99"
"02/17/2014 17:15:35.008","0","99"
"02/17/2014 17:15:45.914","0","99"
"02/17/2014 17:15:56.805","0","99"
"02/17/2014 17:16:07.758","0","99"
"02/17/2014 17:16:18.852","0","99"
"02/17/2014 17:16:29.743","0","99"
"02/17/2014 17:16:40.602","0","99"
"02/17/2014 17:16:51.540","0","99"
"02/17/2014 17:17:02.446","0","99"
"02/17/2014 17:17:13.353","0","99"
"02/17/2014 17:17:24.228","0","90"
"02/17/2014 17:17:35.134","0","99"
"02/17/2014 17:17:46.025","0","99"
"02/17/2014 17:17:56.947","0","99"
"02/17/2014 17:18:07.838","0","99"
"02/17/2014 17:18:18.729","0","99"
"02/17/2014 17:18:29.635","0","99"
"02/17/2014 17:18:40.557","0","99"
"02/17/2014 17:18:51.463","0","99"
"02/17/2014 17:19:02.370","0","99"
"02/17/2014 17:19:13.323","0","99"
"02/17/2014 17:19:24.448","0","99"
"02/17/2014 17:19:35.464","0","99"
"02/17/2014 17:19:46.402","0","99"
"02/17/2014 17:19:57.277","0","99"
"02/17/2014 17:20:08.199","0","99"
"02/17/2014 17:20:19.090","0","99"
"02/17/2014 17:20:30.059","0","99"
"02/17/2014 17:20:40.981","0","99"
"02/17/2014 17:20:51.856","0","99"
"02/17/2014 17:21:02.715","0","99"
"02/17/2014 17:21:13.638","0","99"
"02/17/2014 17:21:24.528","0","99"
"02/17/2014 17:21:35.419","0","99"
"02/17/2014 17:21:46.388","0","99"
"02/17/2014 17:21:57.310","0","99"
"02/17/2014 17:22:08.201","0","99"
"02/17/2014 17:22:19.107","0","99"
"02/17/2014 17:22:29.967","0","99"
"02/17/2014 17:22:40.842","0","99"
"02/17/2014 17:22:51.748","0","99"
"02/17/2014 17:23:02.655","0","99"
"02/17/2014 17:23:13.577","0","99"
"02/17/2014 17:23:24.514","0","99"
"02/17/2014 17:23:35.421","0","99"
"02/17/2014 17:23:46.390","0","99"
"02/17/2014 17:23:57.280","0","99"
"02/17/2014 17:24:08.187","0","99"
"02/17/2014 17:24:19.077","0","99"
"02/17/2014 17:24:29.984","0","99"
"02/17/2014 17:24:40.890","0","99"
"02/17/2014 17:24:51.812","0","99"
"02/17/2014 17:25:02.750","0","94"
"02/17/2014 17:25:13.703","0","81"
"02/17/2014 17:25:24.609","0","81"
"02/17/2014 17:25:35.594","0","86"
"02/17/2014 17:25:46.500","0","99"
"02/17/2014 17:25:57.453","0","99"
"02/17/2014 17:26:08.375","0","99"
"02/17/2014 17:26:19.375","0","99"
"02/17/2014 17:26:30.235","0","99"
"02/17/2014 17:26:41.141","0","99"
"02/17/2014 17:26:52.047","0","99"
"02/17/2014 17:27:02.938","0","99"
"02/17/2014 17:27:13.813","0","99"
"02/17/2014 17:27:24.720","0","99"
"02/17/2014 17:27:35.673","0","99"
"02/17/2014 17:27:46.626","0","99"
"02/17/2014 17:27:57.532","0","99"
"02/17/2014 17:28:08.408","0","99"
"02/17/2014 17:28:19.267","0","99"
"02/17/2014 17:28:30.173","0","99"
"02/17/2014 17:28:41.033","0","99"
"02/17/2014 17:28:51.939","0","99"
"02/17/2014 17:29:02.877","0","99"
"02/17/2014 17:29:13.799","0","99"
"02/17/2014 17:29:24.689","0","99"
"02/17/2014 17:29:35.565","0","99"
"02/17/2014 17:29:46.455","0","99"
"02/17/2014 17:29:57.330","0","99"
"02/17/2014 17:30:08.237","0","99"
"02/17/2014 17:30:19.159","0","99"
"02/17/2014 17:30:30.112","0","99"
"02/17/2014 17:30:41.018","0","99"
"02/17/2014 17:30:51.893","0","99"
"02/17/2014 17:31:02.784","0","99"
"02/17/2014 17:31:13.644","0","99"
"02/17/2014 17:31:24.519","0","99"
"02/17/2014 17:31:35.425","0","99"
"02/17/2014 17:31:46.347","0","99"
"02/17/2014 17:31:57.222","0","99"
"02/17/2014 17:32:08.144","0","99"
"02/17/2014 17:32:19.113","0","99"
"02/17/2014 17:32:30.019","0","99"
"02/17/2014 17:32:40.910","0","99"
"02/17/2014 17:32:51.832","0","99"
"02/17/2014 17:33:02.754","0","85"
"02/17/2014 17:33:13.692","0","99"
"02/17/2014 17:33:24.692","0","99"
"02/17/2014 17:33:35.645","0","99"
"02/17/2014 17:33:46.551","0","99"
"02/17/2014 17:33:57.442","0","99"
"02/17/2014 17:34:08.317","0","99"
"02/17/2014 17:34:19.224","0","99"
"02/17/2014 17:34:30.115","0","99"
"02/17/2014 17:34:41.021","0","99"
"02/17/2014 17:34:51.959","0","99"
"02/17/2014 17:35:02.850","0","99"
"02/17/2014 17:35:13.772","0","99"
"02/17/2014 17:35:24.709","0","99"
"02/17/2014 17:35:35.584","0","99"
"02/17/2014 17:35:46.491","0","99"
"02/17/2014 17:35:57.428","0","99"
"02/17/2014 17:36:08.507","0","99"
"02/17/2014 17:36:19.523","0","99"
"02/17/2014 17:36:30.413","0","99"
"02/17/2014 17:36:41.367","0","99"
"02/17/2014 17:36:52.351","0","99"
"02/17/2014 17:37:03.258","0","99"
"02/17/2014 17:37:14.133","0","99"
"02/17/2014 17:37:25.024","0","99"
"02/17/2014 17:37:35.914","0","99"
"02/17/2014 17:37:47.024","0","99"
"02/17/2014 17:37:58.008","0","99"
"02/17/2014 17:38:09.149","0","99"
"02/17/2014 17:38:20.087","0","99"
"02/17/2014 17:38:31.009","0","99"
"02/17/2014 17:38:41.915","0","99"
"02/17/2014 17:38:52.853","0","99"
"02/17/2014 17:39:03.775","0","99"
"02/17/2014 17:39:14.697","0","99"
"02/17/2014 17:39:25.604","0","99"
"02/17/2014 17:39:36.541","0","99"
"02/17/2014 17:39:47.479","0","99"
"02/17/2014 17:39:58.370","0","99"
"02/17/2014 17:40:09.260","0","99"
"02/17/2014 17:40:20.214","0","99"
"02/17/2014 17:40:31.136","0","99"
"02/17/2014 17:40:42.011","0","99"
"02/17/2014 17:40:52.949","0","99"
"02/17/2014 17:41:03.886","0","99"
"02/17/2014 17:41:14.808","0","99"
"02/17/2014 17:41:25.699","0","87"
"02/17/2014 17:41:36.762","0","81"
"02/17/2014 17:41:47.684","0","80"
"02/17/2014 17:41:58.606","0","92"
"02/17/2014 17:42:09.481","0","99"
"02/17/2014 17:42:20.419","0","99"
"02/17/2014 17:42:31.325","0","99"
"02/17/2014 17:42:42.232","0","99"
"02/17/2014 17:42:53.169","0","0"
