"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\processor(_total)\% processor time"
"02/17/2014 16:37:54.508"," "
"02/17/2014 16:37:54.508","0"
"02/17/2014 16:38:05.602","9.2517704088066246"
"02/17/2014 16:38:16.821","8.670306010863305"
"02/17/2014 16:38:28.024","9.1702324245888747"
"02/17/2014 16:38:39.196","8.6454589329162843"
"02/17/2014 16:38:50.399","9.1705469957191426"
"02/17/2014 16:39:01.571","8.9335226397558429"
"02/17/2014 16:39:12.759","8.8163340382629958"
"02/17/2014 16:39:23.899","8.520934016547276"
"02/17/2014 16:39:35.102","8.9263589149032203"
"02/17/2014 16:39:46.306","57.958421927469139"
"02/17/2014 16:39:57.962","100"
"02/17/2014 16:40:09.352","100"
"02/17/2014 16:40:20.852","100"
"02/17/2014 16:40:32.103","99.991320022220748"
"02/17/2014 16:40:43.321","100"
"02/17/2014 16:40:54.571","99.99131913364279"
"02/17/2014 16:41:05.884","99.982735071120487"
"02/17/2014 16:41:17.181","99.991355153665509"
"02/17/2014 16:41:28.462","100"
"02/17/2014 16:41:39.743","99.98268724610702"
"02/17/2014 16:41:51.040","99.991355153588984"
"02/17/2014 16:42:02.306","100"
"02/17/2014 16:42:13.587","100"
"02/17/2014 16:42:24.915","100"
"02/17/2014 16:42:36.228","100"
"02/17/2014 16:42:47.541","100"
"02/17/2014 16:42:58.853","99.991368033097743"
"02/17/2014 16:43:10.197","100"
"02/17/2014 16:43:21.510","100"
"02/17/2014 16:43:32.838","100"
"02/17/2014 16:43:44.088","100"
"02/17/2014 16:43:55.369","100"
"02/17/2014 16:44:06.666","100"
"02/17/2014 16:44:17.948","100"
"02/17/2014 16:44:29.745","100"
"02/17/2014 16:44:40.948","99.991282867443545"
"02/17/2014 16:44:52.245","100"
"02/17/2014 16:45:03.542","99.982711303176657"
"02/17/2014 16:45:14.823","100"
"02/17/2014 16:45:26.120","100"
"02/17/2014 16:45:37.480","99.991402773511396"
"02/17/2014 16:45:48.745","99.609920369619516"
"02/17/2014 16:46:00.027","100"
"02/17/2014 16:46:11.324","100"
"02/17/2014 16:46:22.605","99.982687357061124"
"02/17/2014 16:46:33.871","99.991331229128122"
"02/17/2014 16:46:45.168","100"
"02/17/2014 16:46:56.449","100"
"02/17/2014 16:47:07.684","100"
"02/17/2014 16:47:18.949","100"
"02/17/2014 16:47:30.746","99.983444174967616"
"02/17/2014 16:47:41.950","100"
"02/17/2014 16:47:53.247","99.991355264241321"
"02/17/2014 16:48:04.544","100"
"02/17/2014 16:48:15.825","100"
"02/17/2014 16:48:27.154","100"
"02/17/2014 16:48:38.373","100"
"02/17/2014 16:48:49.607","100"
"02/17/2014 16:49:00.935","100"
"02/17/2014 16:49:12.279","100"
"02/17/2014 16:49:23.575","100"
"02/17/2014 16:49:34.903","100"
"02/17/2014 16:49:46.153","26.404950579838683"
"02/17/2014 16:49:57.246","8.9588998795272268"
