"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\processor(_total)\% processor time"
"02/17/2014 16:50:08.418","8.8529801662160619"
"02/17/2014 16:50:19.558","8.868849471652462"
"02/17/2014 16:50:30.714","9.0138736581384933"
"02/17/2014 16:50:41.839","8.7145298753164795"
"02/17/2014 16:50:53.011","8.9490774629897185"
"02/17/2014 16:51:04.135","8.7496631046344309"
"02/17/2014 16:51:15.307","8.8090755284725546"
"02/17/2014 16:51:26.479","8.9313437160218339"
"02/17/2014 16:51:37.603","8.7059235794623717"
"02/17/2014 16:51:48.744","9.0613143769396771"
"02/17/2014 16:51:59.884","8.7551678351794884"
"02/17/2014 16:52:11.040","8.7777006483660269"
"02/17/2014 16:52:22.227","8.9714714738202357"
"02/17/2014 16:52:33.383","8.7426256884798761"
"02/17/2014 16:52:44.555","8.8527957772847827"
"02/17/2014 16:52:55.727","8.8790276101978645"
"02/17/2014 16:53:06.883","8.7863810979589623"
"02/17/2014 16:53:17.992","8.8323135017814423"
"02/17/2014 16:53:29.195","8.9325731840020683"
"02/17/2014 16:53:40.335","8.8602067661760699"
"02/17/2014 16:53:51.444","8.7795695395228357"
"02/17/2014 16:54:02.600","8.9018694185724279"
"02/17/2014 16:54:13.772","8.7676827024804496"
"02/17/2014 16:54:24.944","42.386533637643041"
"02/17/2014 16:54:36.178","8.8923949597888736"
"02/17/2014 16:54:47.366","8.9828011697405614"
"02/17/2014 16:54:58.522","8.9024027153469696"
"02/17/2014 16:55:09.710","8.8080048780660896"
"02/17/2014 16:55:20.851","8.7486230295161107"
"02/17/2014 16:55:31.960","8.9751186231259652"
"02/17/2014 16:55:43.147","8.7292876851600809"
"02/17/2014 16:55:54.351","8.734390128020241"
"02/17/2014 16:56:05.538","8.833802510221112"
"02/17/2014 16:56:16.882","22.237118327760552"
"02/17/2014 16:56:27.773","2.5825724463136135"
"02/17/2014 16:56:38.648","2.5324331375202069"
"02/17/2014 16:56:49.523","1.7784256953853772"
"02/17/2014 16:57:00.413","2.2961005184053529"
"02/17/2014 16:57:11.273","2.2388794882752694"
"02/17/2014 16:57:22.241","2.3334315813311579"
"02/17/2014 16:57:33.116","2.2002839607630831"
"02/17/2014 16:57:44.070","2.4340098055134707"
"02/17/2014 16:57:55.070","1.82040265108252"
"02/17/2014 16:58:06.179","3.182223015625496"
"02/17/2014 16:58:17.132","1.3823713320360476"
"02/17/2014 16:58:28.038","2.1759359545714063"
"02/17/2014 16:58:38.992","2.2472289356997521"
"02/17/2014 16:58:49.929","2.5000597256776946"
"02/17/2014 16:59:00.804","1.8414639191447257"
"02/17/2014 16:59:11.742","2.5011098159385514"
"02/17/2014 16:59:22.601","2.4556731757372607"
"02/17/2014 16:59:33.570","2.3246216798540886"
"02/17/2014 16:59:44.445","1.5815149972736808"
"02/17/2014 16:59:55.367","2.4595397342049741"
"02/17/2014 17:00:06.305","2.7597730579711488"
"02/17/2014 17:00:17.227","1.8696632375440836"
"02/17/2014 17:00:28.164","2.3758744835931989"
"02/17/2014 17:00:39.102","1.8315013927837631"
"02/17/2014 17:00:49.993","2.1529177019748769"
"02/17/2014 17:01:00.915","2.110890075218852"
"02/17/2014 17:01:11.837","3.0319434272666812"
"02/17/2014 17:01:22.712","1.581588301235759"
"02/17/2014 17:01:33.571","2.6624343051862787"
"02/17/2014 17:01:44.493","1.860948067143875"
"02/17/2014 17:01:55.431","2.5723398262524122"
"02/17/2014 17:02:06.306","2.4522175884883257"
"02/17/2014 17:02:17.165","1.7995079451182172"
"02/17/2014 17:02:28.119","2.5060512431988147"
"02/17/2014 17:02:38.994","2.0215556056249917"
"02/17/2014 17:02:49.978","2.8013660482267499"
"02/17/2014 17:03:00.900","2.3969537748216974"
"02/17/2014 17:03:11.806","1.8902155412451105"
"02/17/2014 17:03:22.666","2.4109198189738446"
"02/17/2014 17:03:33.588","1.7444511723695988"
"02/17/2014 17:03:44.510","2.4778792370028335"
"02/17/2014 17:03:55.385","2.1106466582219485"
"02/17/2014 17:04:06.245","2.3938468876334662"
"02/17/2014 17:04:17.167","2.022467871283562"
"02/17/2014 17:04:28.042","2.2734133436901449"
"02/17/2014 17:04:38.933","3.0502524408145826"
"02/17/2014 17:04:49.870","1.5459668652136327"
"02/17/2014 17:05:00.824","2.4625188343557536"
"02/17/2014 17:05:11.714","2.3687523152020162"
"02/17/2014 17:05:22.605","2.3327391085522731"
"02/17/2014 17:05:33.590","2.0196958823018862"
"02/17/2014 17:05:44.496","2.0610695358903697"
"02/17/2014 17:05:55.402","2.1684059347334861"
"02/17/2014 17:06:06.340","3.510211621963899"
"02/17/2014 17:06:17.418","2.8301847193964114"
"02/17/2014 17:06:28.324","2.67567093816935"
"02/17/2014 17:06:39.215","2.1415612108375059"
"02/17/2014 17:06:50.105","2.5085949455717516"
"02/17/2014 17:07:01.043","2.1682511691937689"
"02/17/2014 17:07:11.980","1.7486341455774657"
"02/17/2014 17:07:22.917","2.524912524490297"
"02/17/2014 17:07:33.870","1.9511615659898007"
"02/17/2014 17:07:44.823","2.1914559745082052"
"02/17/2014 17:07:55.698","2.1358117283573397"
"02/17/2014 17:08:06.635","2.096661373325559"
"02/17/2014 17:08:17.510","2.3325783340111594"
"02/17/2014 17:08:28.479","2.5360619853753041"
"02/17/2014 17:08:39.385","1.9500761935909328"
"02/17/2014 17:08:50.259","2.2169109174345114"
"02/17/2014 17:09:01.212","2.6104899726712039"
"02/17/2014 17:09:12.181","2.4200199725278648"
"02/17/2014 17:09:23.134","2.4056467676785487"
"02/17/2014 17:09:34.056","1.9207930430446329"
"02/17/2014 17:09:44.962","1.8162495032477133"
"02/17/2014 17:09:55.883","2.1977075678805025"
"02/17/2014 17:10:06.805","2.2786593427044588"
"02/17/2014 17:10:17.664","2.2195848050625466"
"02/17/2014 17:10:28.555","3.3251482673749999"
"02/17/2014 17:10:39.430","1.9110828419305226"
"02/17/2014 17:10:50.351","2.1262023310190004"
"02/17/2014 17:11:01.226","2.0367585137548105"
"02/17/2014 17:11:12.085","2.3635143656744129"
"02/17/2014 17:11:22.945","1.8708289059139571"
"02/17/2014 17:11:33.866","2.4317929677588279"
"02/17/2014 17:11:44.788","2.8528232144503396"
"02/17/2014 17:11:55.663","2.1823397505107422"
"02/17/2014 17:12:06.554","2.5468498908747361"
"02/17/2014 17:12:17.445","2.0808244599344716"
"02/17/2014 17:12:28.414","2.2792298971521241"
"02/17/2014 17:12:39.304","1.8028563195318759"
"02/17/2014 17:12:50.179","1.9937933589085577"
"02/17/2014 17:13:01.054","2.4518309865993126"
"02/17/2014 17:13:11.992","2.0537220838488524"
"02/17/2014 17:13:22.898","2.6146556067501381"
"02/17/2014 17:13:33.773","2.4609600508966767"
"02/17/2014 17:13:44.711","2.0178891643976238"
"02/17/2014 17:13:55.570","2.500553297580832"
"02/17/2014 17:14:06.554","2.2581500951938782"
"02/17/2014 17:14:17.429","1.7874411087721809"
"02/17/2014 17:14:28.304","2.4874935026480416"
"02/17/2014 17:14:39.211","2.8832002198520112"
"02/17/2014 17:14:50.195","1.5649798085989874"
"02/17/2014 17:15:01.070","1.994249347733501"
"02/17/2014 17:15:12.039","2.7065881867712638"
"02/17/2014 17:15:22.976","2.3931574482203177"
"02/17/2014 17:15:33.852","2.1733361531282136"
"02/17/2014 17:15:44.742","2.1074872478478501"
"02/17/2014 17:15:55.617","2.5505521617205762"
"02/17/2014 17:16:06.539","1.9581456263078501"
"02/17/2014 17:16:17.664","3.802159290682805"
"02/17/2014 17:16:28.571","2.937942604700905"
"02/17/2014 17:16:39.446","1.5735204755064625"
"02/17/2014 17:16:50.337","2.1981455677586692"
"02/17/2014 17:17:01.274","2.6354388814648466"
"02/17/2014 17:17:12.181","1.9716276456717918"
"02/17/2014 17:17:23.071","2.6557421126112812"
"02/17/2014 17:17:33.962","2.0098823897300333"
"02/17/2014 17:17:44.853","2.2614599881287223"
"02/17/2014 17:17:55.791","2.1797917676273149"
"02/17/2014 17:18:06.666","2.031189774055131"
"02/17/2014 17:18:17.541","2.7583333029123525"
"02/17/2014 17:18:28.447","1.9082331861195456"
"02/17/2014 17:18:39.401","2.4717642764250258"
"02/17/2014 17:18:50.307","2.4098477607867319"
"02/17/2014 17:19:01.198","2.1448489517527758"
"02/17/2014 17:19:12.167","2.1472248253586956"
"02/17/2014 17:19:23.245","3.0074091060254715"
"02/17/2014 17:19:34.245","1.5102713462294415"
"02/17/2014 17:19:45.246","2.3546086078926942"
"02/17/2014 17:19:56.121","2.1656172356334769"
"02/17/2014 17:20:06.996","2.8479286361035694"
"02/17/2014 17:20:17.918","2.0224759448258744"
"02/17/2014 17:20:28.856","2.1265375689916044"
"02/17/2014 17:20:39.824","2.2626552761749519"
"02/17/2014 17:20:50.700","2.5697551733521173"
"02/17/2014 17:21:01.559","2.6006020279417563"
"02/17/2014 17:21:12.434","1.330329051275092"
"02/17/2014 17:21:23.372","2.4122286303818408"
"02/17/2014 17:21:34.247","2.0490985580293941"
"02/17/2014 17:21:45.154","2.5265782481519672"
"02/17/2014 17:21:56.107","2.4798905481164257"
"02/17/2014 17:22:07.045","2.4657601977840726"
"02/17/2014 17:22:17.935","1.5620707539570788"
"02/17/2014 17:22:28.810","2.7577842841146061"
"02/17/2014 17:22:39.686","2.022427709005048"
"02/17/2014 17:22:50.545","1.9709736316247284"
"02/17/2014 17:23:01.499","2.4085496675512741"
"02/17/2014 17:23:12.374","2.0845047177872389"
"02/17/2014 17:23:23.296","2.915737301496002"
"02/17/2014 17:23:34.218","2.0395966183137881"
"02/17/2014 17:23:45.186","2.5201442267311247"
"02/17/2014 17:23:56.124","2.4741031617750653"
"02/17/2014 17:24:06.983","1.4487259988800183"
"02/17/2014 17:24:17.921","2.4651663032291826"
"02/17/2014 17:24:28.781","2.0242838627097526"
"02/17/2014 17:24:39.734","2.4883561172591162"
"02/17/2014 17:24:50.625","1.7854628433803921"
"02/17/2014 17:25:01.546","2.7278149545801988"
"02/17/2014 17:25:12.484","1.9651717340372743"
"02/17/2014 17:25:23.406","2.4778792370028335"
"02/17/2014 17:25:34.375","2.0661779487751608"
"02/17/2014 17:25:45.344","2.0129683100765128"
"02/17/2014 17:25:56.266","2.8084496641975654"
"02/17/2014 17:26:07.203","2.5544492239315653"
"02/17/2014 17:26:18.203","3.1793375811409175"
"02/17/2014 17:26:29.079","2.7127932743956196"
"02/17/2014 17:26:39.954","2.0481023742683568"
"02/17/2014 17:26:50.891","2.0011074434852505"
"02/17/2014 17:27:01.766","2.7936690698499467"
"02/17/2014 17:27:12.657","1.7221046506782689"
"02/17/2014 17:27:23.563","2.3470256027262049"
"02/17/2014 17:27:34.454","2.9868451472063517"
"02/17/2014 17:27:45.454","2.1848516579596966"
"02/17/2014 17:27:56.376","1.6281653188830458"
"02/17/2014 17:28:07.251","2.3805863854832188"
"02/17/2014 17:28:18.111","2.5008737993569508"
"02/17/2014 17:28:29.001","1.9646286012311442"
"02/17/2014 17:28:39.877","1.9407795848078835"
"02/17/2014 17:28:50.752","2.2637843831597282"
"02/17/2014 17:29:01.674","3.317863989361014"
"02/17/2014 17:29:12.611","2.2419697790025395"
"02/17/2014 17:29:23.518","1.5322756001341808"
"02/17/2014 17:29:34.408","2.341077737688535"
"02/17/2014 17:29:45.283","2.0574256942306191"
"02/17/2014 17:29:56.174","2.107933064661327"
"02/17/2014 17:30:07.065","2.3230552996719056"
"02/17/2014 17:30:17.956","2.5119044112359212"
"02/17/2014 17:30:28.924","2.3248229278153509"
"02/17/2014 17:30:39.862","2.4470518121859186"
"02/17/2014 17:30:50.737","1.644524210107845"
"02/17/2014 17:31:01.628","2.5471845573453278"
"02/17/2014 17:31:12.487","2.0422636472879008"
"02/17/2014 17:31:23.347","2.3387334050982256"
"02/17/2014 17:31:34.222","2.9285603075171918"
"02/17/2014 17:31:45.175","1.721658138767812"
"02/17/2014 17:31:56.066","2.0456253680243841"
"02/17/2014 17:32:06.925","2.617531631244463"
"02/17/2014 17:32:17.910","1.9300500041572355"
"02/17/2014 17:32:28.847","2.0991032282559496"
"02/17/2014 17:32:39.722","2.111387458412195"
"02/17/2014 17:32:50.629","2.4543907032564038"
"02/17/2014 17:33:01.551","2.021412935483724"
"02/17/2014 17:33:12.520","2.6990286314345635"
"02/17/2014 17:33:23.426","1.7029434966068457"
"02/17/2014 17:33:34.489","2.8967995128617585"
"02/17/2014 17:33:45.395","1.6224265711898722"
"02/17/2014 17:33:56.255","2.141846070774267"
"02/17/2014 17:34:07.161","2.7593592615576035"
"02/17/2014 17:34:18.021","2.0968134544039008"
"02/17/2014 17:34:28.958","2.6709101405619218"
"02/17/2014 17:34:39.865","1.9355981156377711"
"02/17/2014 17:34:50.756","1.7862095257823563"
"02/17/2014 17:35:01.693","2.2514553817525318"
"02/17/2014 17:35:06.553"," "
"02/17/2014 17:35:23.537"," "
"02/17/2014 17:35:34.428","3.0951898675598"
"02/17/2014 17:35:45.288","1.9529731858284438"
"02/17/2014 17:35:56.210","2.3260244517459894"
"02/17/2014 17:36:07.225","2.1380123321859235"
"02/17/2014 17:36:18.366","3.9811779417255"
"02/17/2014 17:36:29.257","1.8039779745548046"
"02/17/2014 17:36:40.164","2.4281993833473292"
"02/17/2014 17:36:51.117","2.6584008288722871"
"02/17/2014 17:37:02.086","2.5651161089688457"
"02/17/2014 17:37:12.961","1.8067387154438119"
"02/17/2014 17:37:23.867","2.0699385663690228"
"02/17/2014 17:37:34.758","2.4135865353291264"
"02/17/2014 17:37:45.868","2.366113295324157"
"02/17/2014 17:37:56.805","2.2158636708628165"
"02/17/2014 17:38:07.962","2.23378567068373"
"02/17/2014 17:38:18.931","2.1914498486105272"
"02/17/2014 17:38:29.837","2.2402908650695719"
"02/17/2014 17:38:40.759","2.0311447741006683"
"02/17/2014 17:38:51.681","2.8448938993936745"
"02/17/2014 17:39:02.603","2.4156482764412179"
"02/17/2014 17:39:13.494","2.0457638608082807"
"02/17/2014 17:39:24.416","1.727205911611096"
"02/17/2014 17:39:35.338","2.6125485873186083"
"02/17/2014 17:39:46.276","2.1441767985300286"
"02/17/2014 17:39:57.213","2.2068365502675102"
"02/17/2014 17:40:08.089","2.8571409918193402"
"02/17/2014 17:40:19.042","1.6330764993826463"
"02/17/2014 17:40:29.933","2.3508385364680362"
"02/17/2014 17:40:40.855","2.4782355012379464"
"02/17/2014 17:40:51.792","1.9301199239578626"
"02/17/2014 17:41:02.699","3.0192124432499079"
"02/17/2014 17:41:13.605","1.7295704382951027"
"02/17/2014 17:41:24.543","2.1979006377650268"
"02/17/2014 17:41:35.606","2.6408830057386701"
"02/17/2014 17:41:46.528","1.7450719017508387"
"02/17/2014 17:41:57.434","1.8460806500245064"
"02/17/2014 17:42:08.309","2.9648376930877518"
"02/17/2014 17:42:19.247","1.80505254092167"
"02/17/2014 17:42:30.169","2.9700478380136563"
"02/17/2014 17:42:41.060","1.4454160275960914"
"02/17/2014 17:42:51.997","3.4834261494708918"
