"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\nvidia gpu(#1 tesla m2050 (id=768))\power consumption (mw)","\\star04\nvidia gpu(#0 tesla m2050 (id=512))\power consumption (mw)"
"02/17/2014 17:06:42.840","0","0"
"02/17/2014 17:06:53.777","0","0"
"02/17/2014 17:07:04.699","0","0"
"02/17/2014 17:07:15.636","0","0"
"02/17/2014 17:07:26.605","0","0"
"02/17/2014 17:07:37.542","0","0"
"02/17/2014 17:07:48.417","0","0"
"02/17/2014 17:07:59.354","0","0"
"02/17/2014 17:08:10.229","0","0"
"02/17/2014 17:08:21.182","0","0"
"02/17/2014 17:08:32.088","0","0"
"02/17/2014 17:08:42.994","0","0"
"02/17/2014 17:08:53.931","0","0"
"02/17/2014 17:09:04.900","0","0"
"02/17/2014 17:09:15.853","0","0"
"02/17/2014 17:09:26.775","0","0"
"02/17/2014 17:09:37.681","0","0"
"02/17/2014 17:09:48.571","0","0"
"02/17/2014 17:09:59.540","0","0"
"02/17/2014 17:10:10.399","0","0"
"02/17/2014 17:10:21.289","0","0"
"02/17/2014 17:10:32.164","0","0"
"02/17/2014 17:10:43.070","0","0"
"02/17/2014 17:10:53.961","0","0"
"02/17/2014 17:11:04.820","0","0"
"02/17/2014 17:11:15.679","0","0"
"02/17/2014 17:11:26.585","0","0"
"02/17/2014 17:11:37.492","0","0"
"02/17/2014 17:11:48.382","0","0"
"02/17/2014 17:11:59.273","0","0"
"02/17/2014 17:12:10.148","0","0"
"02/17/2014 17:12:21.101","0","0"
"02/17/2014 17:12:32.023","0","0"
"02/17/2014 17:12:42.898","0","0"
"02/17/2014 17:12:53.773","0","0"
"02/17/2014 17:13:04.711","0","0"
"02/17/2014 17:13:15.601","0","0"
"02/17/2014 17:13:26.507","0","0"
"02/17/2014 17:13:37.429","0","0"
"02/17/2014 17:13:48.304","0","0"
"02/17/2014 17:13:59.258","0","0"
"02/17/2014 17:14:10.148","0","0"
"02/17/2014 17:14:21.039","0","0"
"02/17/2014 17:14:31.930","0","0"
"02/17/2014 17:14:42.914","0","0"
"02/17/2014 17:14:53.805","0","0"
"02/17/2014 17:15:04.758","0","0"
"02/17/2014 17:15:15.711","0","0"
"02/17/2014 17:15:26.570","0","0"
"02/17/2014 17:15:37.445","0","0"
"02/17/2014 17:15:48.352","0","0"
"02/17/2014 17:15:59.273","0","0"
"02/17/2014 17:16:10.399","0","0"
"02/17/2014 17:16:21.289","0","0"
"02/17/2014 17:16:32.180","0","0"
"02/17/2014 17:16:43.071","0","0"
"02/17/2014 17:16:54.008","0","0"
"02/17/2014 17:17:04.899","0","0"
"02/17/2014 17:17:15.806","0","0"
"02/17/2014 17:17:26.681","0","0"
"02/17/2014 17:17:37.572","0","0"
"02/17/2014 17:17:48.509","0","0"
"02/17/2014 17:17:59.385","0","0"
"02/17/2014 17:18:10.275","0","0"
"02/17/2014 17:18:21.166","0","0"
"02/17/2014 17:18:32.135","0","0"
"02/17/2014 17:18:43.026","0","0"
"02/17/2014 17:18:53.917","0","0"
"02/17/2014 17:19:04.886","0","0"
"02/17/2014 17:19:15.792","0","0"
"02/17/2014 17:19:26.964","0","0"
"02/17/2014 17:19:37.933","0","0"
"02/17/2014 17:19:48.839","0","0"
"02/17/2014 17:19:59.715","0","0"
"02/17/2014 17:20:10.637","0","0"
"02/17/2014 17:20:21.527","0","0"
"02/17/2014 17:20:32.512","0","0"
"02/17/2014 17:20:43.418","0","0"
"02/17/2014 17:20:54.293","0","0"
"02/17/2014 17:21:05.153","0","0"
"02/17/2014 17:21:16.091","0","0"
"02/17/2014 17:21:26.966","0","0"
"02/17/2014 17:21:37.872","0","0"
"02/17/2014 17:21:48.826","0","0"
"02/17/2014 17:21:59.763","0","0"
"02/17/2014 17:22:10.670","0","0"
"02/17/2014 17:22:21.545","0","0"
"02/17/2014 17:22:32.404","0","0"
"02/17/2014 17:22:43.280","0","0"
"02/17/2014 17:22:54.217","0","0"
"02/17/2014 17:23:05.108","0","0"
"02/17/2014 17:23:16.030","0","0"
"02/17/2014 17:23:26.952","0","0"
"02/17/2014 17:23:37.905","0","0"
"02/17/2014 17:23:48.843","0","0"
"02/17/2014 17:23:59.718","0","0"
"02/17/2014 17:24:10.624","0","0"
"02/17/2014 17:24:21.515","0","0"
"02/17/2014 17:24:32.437","0","0"
"02/17/2014 17:24:43.328","0","0"
"02/17/2014 17:24:54.281","0","0"
"02/17/2014 17:25:05.203","0","0"
"02/17/2014 17:25:16.140","0","0"
"02/17/2014 17:25:27.078","0","0"
"02/17/2014 17:25:38.062","0","0"
"02/17/2014 17:25:48.969","0","0"
"02/17/2014 17:25:59.922","0","0"
"02/17/2014 17:26:10.938","0","0"
"02/17/2014 17:26:21.813","0","0"
"02/17/2014 17:26:32.672","0","0"
"02/17/2014 17:26:43.626","0","0"
"02/17/2014 17:26:54.501","0","0"
"02/17/2014 17:27:05.391","0","0"
"02/17/2014 17:27:16.282","0","0"
"02/17/2014 17:27:27.173","0","0"
"02/17/2014 17:27:38.142","0","0"
"02/17/2014 17:27:49.095","0","0"
"02/17/2014 17:27:59.986","0","0"
"02/17/2014 17:28:10.845","0","0"
"02/17/2014 17:28:21.720","0","0"
"02/17/2014 17:28:32.611","0","0"
"02/17/2014 17:28:43.470","0","0"
"02/17/2014 17:28:54.392","0","0"
"02/17/2014 17:29:05.330","0","0"
"02/17/2014 17:29:16.252","0","0"
"02/17/2014 17:29:27.127","0","0"
"02/17/2014 17:29:38.018","0","0"
"02/17/2014 17:29:48.893","0","0"
"02/17/2014 17:29:59.768","0","0"
"02/17/2014 17:30:10.674","0","0"
"02/17/2014 17:30:21.643","0","0"
"02/17/2014 17:30:32.596","0","0"
"02/17/2014 17:30:43.456","0","0"
"02/17/2014 17:30:54.347","0","0"
"02/17/2014 17:31:05.206","0","0"
"02/17/2014 17:31:16.081","0","0"
"02/17/2014 17:31:26.956","0","0"
"02/17/2014 17:31:37.894","0","0"
"02/17/2014 17:31:48.785","0","0"
"02/17/2014 17:31:59.660","0","0"
"02/17/2014 17:32:10.613","0","0"
"02/17/2014 17:32:21.566","0","0"
"02/17/2014 17:32:32.457","0","0"
"02/17/2014 17:32:43.348","0","0"
"02/17/2014 17:32:54.285","0","0"
"02/17/2014 17:33:05.223","0","0"
"02/17/2014 17:33:16.160","0","0"
"02/17/2014 17:33:27.207","0","0"
"02/17/2014 17:33:38.129","0","0"
"02/17/2014 17:33:48.989","0","0"
"02/17/2014 17:33:59.895","0","0"
"02/17/2014 17:34:10.755","0","0"
"02/17/2014 17:34:21.708","0","0"
"02/17/2014 17:34:32.568","0","0"
"02/17/2014 17:34:43.474","0","0"
"02/17/2014 17:34:54.412","0","0"
"02/17/2014 17:35:05.318","0","0"
"02/17/2014 17:35:16.225","0","0"
"02/17/2014 17:35:27.147","0","0"
"02/17/2014 17:35:38.022","0","0"
"02/17/2014 17:35:48.944","0","0"
"02/17/2014 17:35:59.897","0","0"
"02/17/2014 17:36:11.101","0","0"
"02/17/2014 17:36:21.960","0","0"
"02/17/2014 17:36:32.867","0","0"
"02/17/2014 17:36:43.835","0","0"
"02/17/2014 17:36:54.804","0","0"
"02/17/2014 17:37:05.695","0","0"
"02/17/2014 17:37:16.602","0","0"
"02/17/2014 17:37:27.477","0","0"
"02/17/2014 17:37:38.461","0","0"
"02/17/2014 17:37:49.524","0","0"
"02/17/2014 17:38:00.446","0","0"
"02/17/2014 17:38:11.618","0","0"
"02/17/2014 17:38:22.540","0","0"
"02/17/2014 17:38:33.462","0","0"
"02/17/2014 17:38:44.400","0","0"
"02/17/2014 17:38:55.337","0","0"
"02/17/2014 17:39:06.213","0","0"
"02/17/2014 17:39:17.135","0","0"
"02/17/2014 17:39:28.072","0","0"
"02/17/2014 17:39:38.994","0","0"
"02/17/2014 17:39:49.916","0","0"
"02/17/2014 17:40:00.807","0","0"
"02/17/2014 17:40:11.745","0","0"
"02/17/2014 17:40:22.651","0","0"
"02/17/2014 17:40:33.589","0","0"
"02/17/2014 17:40:44.511","0","0"
"02/17/2014 17:40:55.417","0","0"
"02/17/2014 17:41:06.324","0","0"
"02/17/2014 17:41:17.261","0","0"
"02/17/2014 17:41:28.215","0","0"
"02/17/2014 17:41:39.262","0","0"
"02/17/2014 17:41:50.153","0","0"
"02/17/2014 17:42:01.043","0","0"
"02/17/2014 17:42:11.965","0","0"
"02/17/2014 17:42:22.887","0","0"
"02/17/2014 17:42:33.778","0","0"
"02/17/2014 17:42:44.700","0","0"
"02/17/2014 17:42:55.622","0","0"
