"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\nvidia gpu(#1 tesla m2050 (id=768))\core clock (mhz)","\\star04\nvidia gpu(#0 tesla m2050 (id=512))\core clock (mhz)"
"02/17/2014 16:20:00.000","0","1147"
"02/17/2014 16:20:10.922","0","1147"
"02/17/2014 16:20:21.829","0","1147"
"02/17/2014 16:20:32.798","0","1147"
"02/17/2014 16:20:43.704","0","1147"
"02/17/2014 16:20:54.673","0","1147"
"02/17/2014 16:21:05.626","0","1147"
"02/17/2014 16:21:16.579","0","1147"
"02/17/2014 16:21:27.486","0","1147"
"02/17/2014 16:21:38.424","0","1147"
"02/17/2014 16:21:49.361","0","1147"
"02/17/2014 16:22:00.299","0","1147"
"02/17/2014 16:22:11.221","0","1147"
"02/17/2014 16:22:22.174","0","1147"
"02/17/2014 16:22:33.065","0","1147"
"02/17/2014 16:22:43.987","0","1147"
"02/17/2014 16:22:54.925","0","1147"
"02/17/2014 16:23:05.878","0","1147"
"02/17/2014 16:23:17.050","0","1147"
"02/17/2014 16:23:27.972","0","1147"
"02/17/2014 16:23:38.910","0","1147"
"02/17/2014 16:23:49.863","0","1147"
"02/17/2014 16:24:00.785","0","1147"
"02/17/2014 16:24:11.738","0","1147"
"02/17/2014 16:24:23.051","0","1147"
"02/17/2014 16:24:33.989","0","1147"
"02/17/2014 16:24:44.880","0","1147"
"02/17/2014 16:24:55.833","0","1147"
"02/17/2014 16:25:06.771","0","1147"
"02/17/2014 16:25:17.661","0","1147"
"02/17/2014 16:25:28.583","0","1147"
"02/17/2014 16:25:39.755","0","1147"
"02/17/2014 16:25:50.756","0","1147"
"02/17/2014 16:26:01.678","0","1147"
"02/17/2014 16:26:12.740","0","1147"
"02/17/2014 16:26:23.694","0","1147"
"02/17/2014 16:26:34.631","0","1147"
"02/17/2014 16:26:45.569","0","1147"
"02/17/2014 16:26:56.491","0","1147"
"02/17/2014 16:27:07.351","0","1147"
"02/17/2014 16:27:18.288","0","1147"
"02/17/2014 16:27:29.179","0","1147"
"02/17/2014 16:27:40.070","0","1147"
"02/17/2014 16:27:51.039","0","1147"
"02/17/2014 16:28:01.976","0","1147"
"02/17/2014 16:28:12.898","0","1147"
"02/17/2014 16:28:23.820","0","1147"
"02/17/2014 16:28:34.742","0","1147"
"02/17/2014 16:28:46.071","0","1147"
"02/17/2014 16:28:56.977","0","1147"
"02/17/2014 16:29:07.899","0","1147"
"02/17/2014 16:29:18.806","0","1147"
"02/17/2014 16:29:29.696","0","1147"
"02/17/2014 16:29:40.728","0","1147"
"02/17/2014 16:29:51.634","0","1147"
"02/17/2014 16:30:02.588","0","1147"
"02/17/2014 16:30:13.541","0","1147"
"02/17/2014 16:30:24.760","0","1147"
"02/17/2014 16:30:35.697","0","1147"
"02/17/2014 16:30:46.698","0","1147"
"02/17/2014 16:30:57.620","0","1147"
"02/17/2014 16:31:08.542","0","1147"
"02/17/2014 16:31:19.495","0","1147"
"02/17/2014 16:31:30.355","0","1147"
"02/17/2014 16:31:41.230","0","1147"
"02/17/2014 16:31:52.121","0","1147"
"02/17/2014 16:32:03.043","0","1147"
"02/17/2014 16:32:13.949","0","1147"
"02/17/2014 16:32:24.855","0","1147"
"02/17/2014 16:32:35.761","0","1147"
"02/17/2014 16:32:46.683","0","1147"
"02/17/2014 16:32:57.573","0","1147"
"02/17/2014 16:33:08.479","0","1147"
"02/17/2014 16:33:19.354","0","1147"
"02/17/2014 16:33:30.292","0","1147"
"02/17/2014 16:33:41.214","0","1147"
"02/17/2014 16:33:52.213","0","1147"
"02/17/2014 16:34:03.385","0","1147"
"02/17/2014 16:34:14.291","0","1147"
"02/17/2014 16:34:25.229","0","1147"
"02/17/2014 16:34:36.166","0","1147"
"02/17/2014 16:34:47.103","0","1147"
"02/17/2014 16:34:58.025","0","1147"
"02/17/2014 16:35:08.900","0","1147"
"02/17/2014 16:35:19.837","0","1147"
"02/17/2014 16:35:30.744","0","1147"
"02/17/2014 16:35:41.634","0","1147"
"02/17/2014 16:35:52.540","0","1147"
"02/17/2014 16:36:03.446","0","1147"
"02/17/2014 16:36:14.384","0","1147"
"02/17/2014 16:36:25.274","0","1147"
"02/17/2014 16:36:36.165","0","1147"
"02/17/2014 16:36:47.055","0","1147"
"02/17/2014 16:36:57.961","0","1147"
"02/17/2014 16:37:08.899","0","1147"
"02/17/2014 16:37:19.852","0","1147"
