"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\processor(_total)\% processor time"
"02/17/2014 16:05:30.131"," "
"02/17/2014 16:05:30.131","0"
"02/17/2014 16:05:41.209","26.992407992446243"
"02/17/2014 16:05:52.444","100"
"02/17/2014 16:06:03.772","100"
"02/17/2014 16:06:15.100","94.646566484430465"
"02/17/2014 16:06:26.272","8.5841437861417837"
"02/17/2014 16:06:37.475","12.22149773552259"
"02/17/2014 16:06:48.585","7.3226754558570413"
"02/17/2014 16:06:59.585","3.0098553455802701"
"02/17/2014 16:07:10.569","3.3433083911520667"
"02/17/2014 16:07:21.600","3.8066452423164532"
"02/17/2014 16:07:32.569","3.0985516383244649"
"02/17/2014 16:07:43.553","3.653968133075014"
"02/17/2014 16:07:54.554","3.4450924926663351"
"02/17/2014 16:08:05.538","2.3033850267573874"
