"(PDH-CSV 4.0) (E. South America Standard Time)(180)","\\star04\processor(_total)\% processor time"
"02/17/2014 16:03:51.600"," "
"02/17/2014 16:03:51.600","0"
"02/17/2014 16:04:02.772","14.939042537900471"
